date,nav,daily_ret,gross_ret,cost_pct,drawdown,gross_exp,net_exp,n_long,n_short,port_vol_ann,port_vol_fast,port_vol_slow,btc_vol,regime_scale,paused
2022-02-09,95670.81880447286,0.006333940739056993,0.006359920990762632,2.5980251705638803e-05,-0.05131275904906748,1.3532464980367613,-0.029339833655447067,5,6,0.21217208922765649,0.21217208922765649,0.16645869781509012,0.4451220526469184,1.0,False
2022-02-10,96690.05169253603,0.010653539927845963,0.010767366711217374,0.00011382678337141024,-0.04120588164855869,1.368973216889333,-0.018837502613264542,6,5,0.21160474158827436,0.21160474158827436,0.16693131972646733,0.4451220526469184,1.0,False
2022-02-11,94964.40100595188,-0.017847241328110355,-0.017712135638068872,0.00013510569004148335,-0.05831771166274962,1.4124360186016014,-0.005301588543889159,7,4,0.22262902616038657,0.22262902616038657,0.16994520001167704,0.4451220526469184,1.0,False
2022-02-12,95602.8896439096,0.006723452485291828,0.00677140626399484,4.795377870301154e-05,-0.05198635554087319,1.3535934610982974,-0.04420206822839131,7,4,0.21759938200345505,0.21759938200345505,0.16952626946567026,0.4451220526469184,1.0,False
2022-02-13,95015.37332901033,-0.006145382394691076,-0.006108729259780789,3.665313491028722e-05,-0.057812261901459196,1.3749041237703956,0.0149309593360138,7,4,0.21237171023574214,0.21237171023574214,0.16901889552340657,0.4451220526469184,1.0,False
2022-02-14,94578.89537970303,-0.004593761346344535,-0.004509031413030997,8.472993331353784e-05,-0.062140447513736034,1.4148037901707988,-0.06636570551903628,6,5,0.20639095306853367,0.20639095306853367,0.1683084459312768,0.4451220526469184,1.0,False
2022-02-15,94466.0740883446,-0.0011928801970617243,-0.0010434502648243075,0.00014942993223741681,-0.06325920160152215,1.4324860765273026,-0.021066007707623624,6,5,0.1994477329437266,0.1994477329437266,0.16735688457129363,0.4451220526469184,1.0,False
2022-02-16,92843.52262081296,-0.017176023066378554,-0.01715577396109411,2.0249105284443485e-05,-0.07934868316203232,1.4438239502420307,0.00681783529104274,6,5,0.2105387112720596,0.2105387112720596,0.17006893516233612,0.4451220526469184,1.0,False
2022-02-17,92711.20514184362,-0.0014251665084892508,-0.001277074009627306,0.00014809249886194492,-0.08066076458478628,1.4005441662335028,-0.02476546036073496,6,5,0.2034890135797247,0.2034890135797247,0.1691145877192676,0.4451220526469184,1.0,False
2022-02-18,92592.91296838502,-0.0012759209987360056,-0.0010989936347486225,0.0001769273639873832,-0.08183376882021444,1.4477010231926017,-0.03620379528878616,6,5,0.19665862832435724,0.19665862832435724,0.16816085393448332,0.4451220526469184,1.0,False
2022-02-19,93275.36144075716,0.007370417999541339,0.007458053930648754,8.76359311074149e-05,-0.07506649990335601,1.4867317095476524,-0.07604375968580497,7,4,0.19342313477537293,0.19342313477537293,0.16787201816734296,0.4451220526469184,1.0,False
2022-02-20,95329.50071830528,0.022022313779537443,0.02218192106154228,0.0001596072820048363,-0.0546973241390219,1.482872502683529,-0.04452897266395131,6,5,0.2162440921520501,0.2162440921520501,0.17288886396835146,0.4451220526469184,1.0,False
2022-02-21,95999.80102570493,0.007031404783922565,0.007152925189681118,0.00012152040575855325,-0.04805051838171811,1.415569732222064,0.06625795930888054,7,4,0.21175104473038667,0.21175104473038667,0.17249495952525642,0.4451220526469184,1.0,False
2022-02-22,95086.86023097088,-0.00950981965566369,-0.009433531026417252,7.628862924643641e-05,-0.0571033862732105,1.3711871928207306,0.012855168715258783,7,4,0.2098722090606373,0.2098722090606373,0.17260329218115109,0.4451220526469184,1.0,False
2022-02-23,95776.91650148798,0.0072571149035831695,0.007337151332810307,8.003642922713786e-05,-0.05026067720519577,1.4488769255071277,-0.0010867064016974182,7,4,0.20587374320703172,0.20587374320703172,0.17225127630337228,0.4451220526469184,1.0,False
2022-02-24,94961.88174463269,-0.008509720156240736,-0.008390431343216117,0.00011928881302461848,-0.058342693063557126,1.5113516338181479,0.015804899955912312,7,4,0.20326267151262364,0.20326267151262364,0.1721432548814818,0.4451220526469184,1.0,False
2022-02-25,93382.0530198273,-0.01663645134006274,-0.016448957250577836,0.00018749408948490198,-0.07400852902941987,1.5059334036498602,0.03368135366224974,7,4,0.21287094302241613,0.21287094302241613,0.17450863814237108,0.4451220526469184,1.0,False
2022-02-26,98516.55759173172,0.05498384760093272,0.05550699160256542,0.0005231440016326965,-0.023093955109809872,1.3747762854129628,0.05557974840228658,4,3,0.3408460327221836,0.3408460327221836,0.2068284040078543,0.4451220526469184,1.0,False
2022-02-27,97641.59234819139,-0.008881402932959939,-0.008311031724362223,0.0005703712085977156,-0.03177025132212393,0.7769048168444264,0.055543370002425985,3,4,0.33215072106755694,0.33215072106755694,0.2064396615844088,0.4451220526469184,1.0,False
2022-02-28,97154.99424561544,-0.004983512567479828,-0.0047504867642962035,0.00023302580318362417,-0.03659543644286796,0.8610083900150419,0.03307349104275718,2,5,0.3217811011338914,0.3217811011338914,0.20550413994188216,0.4451220526469184,1.0,False
2022-03-01,96378.5798864591,-0.00799150229162168,-0.007442284540130529,0.0005492177514911507,-0.04429448622029363,0.9362524287243731,0.012919792122962043,5,3,0.3133211366421169,0.3133211366421169,0.2049746788617193,0.4451220526469184,1.0,False
2022-03-02,96462.84728370437,0.0008743374030260512,0.0014343374030260513,0.0005600000000000001,-0.043458877143317844,0.9001489345717577,0.005477507582831581,5,6,0.30267913743015973,0.30267913743015973,0.20380197459675184,0.4451220526469184,1.0,False
